2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02,1.292205982288334667e+02,1.070360244615501131e+02,8.428626126484870440e+01,6.095690948486327443e+01,3.703320312499999289e+01
2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02,1.292205982288334667e+02,1.070360244615501131e+02,8.428626126484870440e+01,6.095690948486327443e+01
2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02,1.292205982288334667e+02,1.070360244615501131e+02,8.428626126484870440e+01
2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02,1.292205982288334667e+02,1.070360244615501131e+02
3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02,1.292205982288334667e+02
3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02,1.508540239915859047e+02
3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02,1.719499943330449412e+02
3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02,1.925218616613333609e+02
3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02,2.125826466606846168e+02
3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02,2.321450465327082213e+02
4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02,2.512214430329112531e+02
4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02,2.698239103075623575e+02
4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02,2.879642225358588234e+02
4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02,3.056538613822335719e+02
4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02,3.229040232635186953e+02
4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02,3.397256264355656867e+02
4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02,3.561293179038070775e+02
4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02,3.721254801621344086e+02
5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02,3.877242377643563600e+02
5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02,4.029354637323981478e+02
5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02,4.177687858052963747e+02
5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02,4.322335925329460338e+02
5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02,4.463390392184556390e+02
5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02,4.600940537128721530e+02
5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02,4.735073420659429644e+02
5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02,4.865873940364922419e+02
6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02,4.993424884658981568e+02
6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02,5.117806985180734500e+02
6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02,5.239098967892649625e+02
6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02,5.357377602909066354e+02
6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02,5.472717753086794801e+02
6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02,5.585192421408544305e+02
6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02,5.694872797189175344e+02
6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02,5.801828301134007688e+02
6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02,5.906126629277709981e+02
6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02,6.007833795831592170e+02
6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02,6.107014174966400333e+02
6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02,6.203730541557079050e+02
7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02,6.298044110915270721e+02
7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02,6.390014577534719820e+02
7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02,6.479700152874091827e+02
7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02,6.567157602201125428e+02
7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02,6.652442280521440807e+02
7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02,6.735608167614736885e+02
7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02,6.816707902200557783e+02
7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02,6.895792815255261985e+02
7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02,6.972912962501263792e+02
7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02,7.048117156089123228e+02
7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02,7.121452995492534228e+02
7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02,7.192966897635766372e+02
7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02,7.262704126272627718e+02
7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02,7.330708820635542224e+02
7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02,7.397024023372877082e+02
7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02,7.461691707792207353e+02
8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02,7.524752804426744888e+02
8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02,7.586247226941767394e+02
8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02,7.646213897397433357e+02
8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02,7.704690770883966024e+02
8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02,7.761714859544816818e+02
8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02,7.817322256003000120e+02
8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02,7.871548156205425357e+02
8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02,7.924426881699696423e+02
8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02,7.975991901357469942e+02
8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02,8.026275852558120505e+02
8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02,8.075310561846129076e+02
8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02,8.123127065075263999e+02
8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02,8.169755627052300042e+02
8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02,8.215225760692719632e+02
8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02,8.259566245700509626e+02
8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02,8.302805146783887267e+02
8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02,8.344969831418475223e+02
8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02,8.386086987169172744e+02
8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02,8.426182638581689162e+02
8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02,8.465282163654425176e+02
8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02,8.503410309901136088e+02
8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02,8.540591210014530361e+02
8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02,8.576848397140731777e+02
8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02,8.612204819774266298e+02
8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02,8.646682856282999410e+02
8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02,8.680304329072217797e+02
8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02,8.713090518396829793e+02
8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02,8.745062175830408933e+02
9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02,8.776239537399621895e+02
9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02,8.806642336392350217e+02
9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02,8.836289815847602540e+02
9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02,8.865200740735137970e+02
9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02,8.893393409832499401e+02
9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02,8.920885667306972664e+02
9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02,8.947694914009814511e+02
9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02,8.973838118489883300e+02
9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02,8.999331827733650471e+02
9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02,9.024192177638392423e+02
9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02,9.048434903225188464e+02
9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02,9.072075348598187929e+02
9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02,9.095128476656451539e+02
9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02,9.117608878564517454e+02
9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02,9.139530782987679913e+02
9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02,9.160908065097830786e+02
9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02,9.181754255355556325e+02
9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02,9.202082548074066608e+02
9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02,9.221905809770352107e+02
9.394973692929664821e+02,9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02,9.241236587308869730e+02
9.410004815245943064e+02,9.394973692929664821e+02,9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02,9.260087115842915182e+02
9.424662508117176003e+02,9.410004815245943064e+02,9.394973692929664821e+02,9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02,9.278469326558692956e+02
9.438956048931139549e+02,9.424662508117176003e+02,9.410004815245943064e+02,9.394973692929664821e+02,9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02,9.296394854227000906e+02
9.452894484590506181e+02,9.438956048931139549e+02,9.424662508117176003e+02,9.410004815245943064e+02,9.394973692929664821e+02,9.379559627423466281e+02,9.363752862603779477e+02,9.347543393793332598e+02,9.330920961428829514e+02,9.313875044567298573e+02
